,loan_amnt,emp_length,home_ownership,inq_last_6mths,revol_bal,age,tag
818507,5000.0,10.0,1.0,0.0,26142.0,60.0,1.0
406694,23000.0,1.0,0.0,0.0,29550.0,18.0,0.0
1071494,27000.0,10.0,1.0,2.0,6421.0,50.0,0.0
657132,15000.0,5.0,1.0,0.0,48792.0,33.0,0.0
278015,5000.0,0.0,0.0,2.0,827.0,18.0,0.0
144356,23000.0,1.0,0.0,0.0,23474.0,19.0,0.0
984436,19500.0,0.0,0.0,3.0,15483.0,33.0,1.0
1406443,20400.0,10.0,1.0,1.0,15497.0,43.0,0.0
611719,9600.0,10.0,1.0,0.0,46682.0,31.0,1.0
1351572,12000.0,6.0,0.0,1.0,7488.0,27.0,0.0
427521,25000.0,7.0,0.0,0.0,11575.0,26.0,0.0
827758,18550.0,5.0,0.0,0.0,8879.0,18.0,0.0
151870,18000.0,7.0,0.0,0.0,19426.0,28.0,1.0
1301383,19375.0,7.0,1.0,2.0,23022.0,46.0,1.0
372031,12500.0,10.0,0.0,2.0,26286.0,19.0,0.0
825398,15000.0,10.0,1.0,1.0,4840.0,39.0,1.0
338866,4000.0,0.0,0.0,0.0,23775.0,18.0,0.0
1519394,24000.0,9.0,0.0,0.0,13787.0,22.0,1.0
829834,14000.0,7.0,1.0,0.0,3516.0,40.0,0.0
307498,16200.0,3.0,0.0,2.0,15470.0,21.0,0.0
405549,24000.0,3.0,1.0,1.0,4469.0,34.0,0.0
531430,25000.0,10.0,1.0,0.0,26491.0,62.0,1.0
1364666,24000.0,10.0,1.0,1.0,28944.0,47.0,0.0
237774,20000.0,10.0,1.0,1.0,31476.0,62.0,1.0
130354,4000.0,4.0,0.0,1.0,15313.0,33.0,1.0
1039492,32500.0,10.0,1.0,0.0,37098.0,43.0,1.0
962534,16000.0,2.0,0.0,1.0,20286.0,21.0,1.0
1522582,27000.0,10.0,1.0,0.0,23713.0,49.0,0.0
909855,10000.0,2.0,1.0,5.0,11488.0,38.0,0.0
335900,4000.0,10.0,0.0,0.0,3698.0,33.0,1.0
802017,7500.0,10.0,1.0,3.0,21468.0,37.0,0.0
1522112,15000.0,10.0,1.0,0.0,4670.0,36.0,0.0
492400,12000.0,10.0,1.0,0.0,77371.0,19.0,0.0
17496,3000.0,10.0,1.0,2.0,5964.0,39.0,1.0
160795,20000.0,10.0,1.0,3.0,17681.0,50.0,0.0
1175541,16000.0,8.0,0.0,0.0,13980.0,23.0,0.0
241187,17200.0,4.0,1.0,0.0,13637.0,41.0,1.0
59934,5000.0,2.0,0.0,0.0,1940.0,34.0,1.0
955210,5600.0,2.0,0.0,0.0,5640.0,30.0,1.0
927105,22800.0,10.0,0.0,0.0,32236.0,49.0,1.0
218553,6000.0,3.0,1.0,1.0,12379.0,28.0,1.0
889758,20000.0,7.0,1.0,1.0,38752.0,31.0,0.0
1585274,29900.0,10.0,1.0,0.0,33719.0,23.0,0.0
356136,14400.0,10.0,0.0,3.0,48877.0,29.0,0.0
398482,12225.0,6.0,1.0,0.0,7528.0,27.0,0.0
111952,25000.0,10.0,1.0,1.0,37186.0,32.0,0.0
288926,22800.0,2.0,0.0,0.0,17497.0,21.0,0.0
697041,15000.0,8.0,0.0,1.0,35457.0,27.0,0.0
1249956,6600.0,8.0,1.0,1.0,8475.0,30.0,1.0
113038,25000.0,3.0,1.0,0.0,50799.0,46.0,1.0
1056510,3125.0,9.0,0.0,1.0,13409.0,29.0,0.0
1390308,15000.0,3.0,0.0,1.0,8269.0,22.0,0.0
727961,5000.0,5.0,1.0,4.0,2335.0,28.0,0.0
403816,16000.0,2.0,1.0,1.0,18156.0,37.0,0.0
651415,24000.0,10.0,0.0,1.0,24359.0,24.0,0.0
432650,12575.0,2.0,1.0,0.0,32361.0,20.0,0.0
252783,5000.0,1.0,1.0,0.0,543.0,35.0,0.0
369372,11000.0,4.0,0.0,0.0,30604.0,23.0,0.0
1516029,25000.0,10.0,0.0,1.0,24371.0,49.0,1.0
957923,21625.0,4.0,0.0,0.0,21586.0,40.0,1.0
852530,19000.0,4.0,0.0,0.0,16219.0,24.0,0.0
1441293,6025.0,3.0,0.0,0.0,17078.0,19.0,0.0
1628151,30000.0,10.0,1.0,3.0,5328.0,29.0,0.0
119638,12000.0,10.0,0.0,2.0,20911.0,25.0,0.0
89294,34350.0,10.0,1.0,2.0,48024.0,28.0,1.0
83456,10000.0,10.0,1.0,0.0,11972.0,25.0,0.0
365738,10000.0,3.0,0.0,0.0,4836.0,21.0,0.0
937004,16800.0,10.0,1.0,0.0,6572.0,20.0,0.0
572241,24000.0,8.0,0.0,0.0,5675.0,28.0,0.0
140704,28000.0,6.0,1.0,2.0,35856.0,38.0,0.0
2308,21000.0,9.0,0.0,2.0,37446.0,19.0,1.0
460359,21000.0,10.0,0.0,0.0,5050.0,20.0,0.0
15165,15000.0,0.0,0.0,1.0,18557.0,18.0,0.0
852242,5000.0,7.0,0.0,0.0,8181.0,22.0,1.0
422974,22200.0,10.0,1.0,0.0,21356.0,48.0,1.0
256558,9800.0,3.0,1.0,1.0,9615.0,19.0,1.0
889849,12000.0,10.0,1.0,1.0,10522.0,31.0,0.0
257134,14000.0,0.0,1.0,1.0,4644.0,34.0,0.0
690638,10000.0,10.0,1.0,3.0,23494.0,25.0,0.0
93173,4000.0,7.0,1.0,0.0,4888.0,37.0,0.0
1356847,20000.0,6.0,1.0,1.0,20395.0,60.0,1.0
261226,25000.0,10.0,1.0,1.0,43035.0,19.0,0.0
883766,15000.0,10.0,0.0,0.0,16124.0,27.0,0.0
606405,20000.0,10.0,1.0,0.0,16997.0,26.0,0.0
359520,26625.0,6.0,1.0,0.0,9741.0,35.0,0.0
70861,35000.0,2.0,0.0,1.0,3304.0,19.0,0.0
1164842,7000.0,10.0,1.0,1.0,27473.0,19.0,0.0
28078,20000.0,10.0,1.0,0.0,35968.0,28.0,0.0
478800,25000.0,10.0,1.0,2.0,43343.0,46.0,0.0
894334,23850.0,10.0,0.0,3.0,6316.0,20.0,0.0
534079,5600.0,3.0,1.0,0.0,7630.0,30.0,1.0
28908,16025.0,2.0,0.0,0.0,14098.0,20.0,0.0
1401392,8400.0,0.0,1.0,1.0,5250.0,21.0,1.0
76877,15000.0,9.0,0.0,2.0,11372.0,27.0,1.0
242544,18200.0,10.0,1.0,0.0,27324.0,22.0,1.0
173152,9600.0,4.0,0.0,1.0,6271.0,19.0,0.0
76129,12050.0,10.0,0.0,0.0,12170.0,39.0,1.0
141969,19950.0,2.0,1.0,2.0,29710.0,35.0,0.0
34773,12375.0,10.0,1.0,0.0,4103.0,49.0,0.0
167055,11550.0,10.0,1.0,3.0,12962.0,36.0,0.0
276186,24000.0,10.0,0.0,5.0,23727.0,20.0,0.0
497953,9175.0,4.0,0.0,1.0,6354.0,22.0,0.0
933581,18450.0,10.0,0.0,0.0,38625.0,33.0,1.0
1335903,5000.0,10.0,1.0,0.0,336.0,56.0,1.0
343677,16000.0,10.0,1.0,1.0,8116.0,36.0,1.0
1569367,17575.0,10.0,0.0,3.0,34209.0,21.0,0.0
1373590,35000.0,10.0,1.0,2.0,27903.0,34.0,0.0
550093,6000.0,2.0,1.0,1.0,1764.0,29.0,0.0
26030,8400.0,2.0,0.0,0.0,6151.0,20.0,0.0
1588635,35000.0,0.0,1.0,2.0,86264.0,20.0,0.0
375272,15025.0,2.0,0.0,0.0,2871.0,20.0,0.0
1348355,8400.0,10.0,1.0,2.0,2694.0,36.0,0.0
568961,30000.0,10.0,1.0,0.0,29996.0,41.0,0.0
321384,16000.0,10.0,1.0,3.0,14110.0,33.0,1.0
947599,18450.0,6.0,0.0,1.0,16531.0,22.0,0.0
192864,13000.0,3.0,1.0,0.0,12724.0,20.0,1.0
204405,15000.0,10.0,0.0,0.0,19453.0,20.0,0.0
1525231,21375.0,9.0,0.0,0.0,31672.0,36.0,1.0
824837,15000.0,1.0,1.0,0.0,13256.0,26.0,0.0
864706,14000.0,4.0,0.0,1.0,10200.0,40.0,1.0
151331,4900.0,10.0,1.0,0.0,71584.0,48.0,0.0
904740,20000.0,3.0,1.0,0.0,30436.0,30.0,0.0
204083,8000.0,1.0,1.0,1.0,9489.0,44.0,1.0
657944,16000.0,1.0,0.0,0.0,50834.0,21.0,1.0
72998,24000.0,10.0,1.0,0.0,17515.0,54.0,1.0
170971,24350.0,0.0,0.0,1.0,14406.0,28.0,1.0
975316,12000.0,5.0,0.0,0.0,17819.0,25.0,0.0
258960,3000.0,4.0,0.0,2.0,1467.0,19.0,0.0
1644478,3625.0,10.0,1.0,1.0,15268.0,41.0,0.0
872627,8000.0,10.0,0.0,0.0,23406.0,25.0,0.0
690289,6000.0,2.0,1.0,2.0,18677.0,21.0,0.0
409914,35000.0,10.0,0.0,1.0,34352.0,28.0,0.0
969742,10000.0,5.0,0.0,1.0,7944.0,25.0,0.0
1320238,9600.0,2.0,1.0,3.0,4772.0,37.0,0.0
230741,22000.0,10.0,1.0,0.0,13142.0,50.0,1.0
920955,18000.0,7.0,0.0,0.0,16948.0,21.0,0.0
1066879,4000.0,3.0,0.0,1.0,6644.0,22.0,0.0
1047285,2500.0,2.0,0.0,2.0,2353.0,21.0,0.0
20376,17625.0,6.0,1.0,2.0,31692.0,18.0,0.0
968433,11500.0,10.0,1.0,0.0,1605.0,51.0,1.0
38471,25000.0,9.0,1.0,0.0,3861.0,49.0,1.0
8342,21000.0,0.0,1.0,1.0,26941.0,32.0,1.0
394731,7200.0,4.0,0.0,0.0,8107.0,26.0,1.0
542265,9000.0,0.0,0.0,0.0,3982.0,18.0,0.0
403611,23050.0,10.0,1.0,0.0,10847.0,62.0,1.0
245659,2250.0,8.0,1.0,3.0,396.0,46.0,0.0
11066,24000.0,2.0,1.0,2.0,12941.0,26.0,0.0
1057233,6000.0,10.0,1.0,1.0,13524.0,45.0,0.0
571864,20000.0,10.0,1.0,1.0,8140.0,53.0,1.0
107601,22000.0,5.0,1.0,1.0,49834.0,42.0,0.0
854194,14000.0,7.0,0.0,2.0,14446.0,25.0,0.0
767435,4000.0,10.0,1.0,2.0,2419.0,25.0,1.0
307771,12000.0,10.0,1.0,1.0,16873.0,27.0,0.0
969703,35000.0,3.0,0.0,3.0,28719.0,20.0,0.0
1115503,7500.0,10.0,0.0,0.0,35691.0,23.0,0.0
610341,8000.0,10.0,0.0,0.0,14070.0,43.0,1.0
886135,20000.0,10.0,0.0,0.0,6117.0,27.0,0.0
560841,28000.0,5.0,1.0,2.0,37701.0,34.0,0.0
132395,9450.0,7.0,1.0,1.0,3855.0,45.0,1.0
153730,24125.0,9.0,1.0,0.0,25791.0,45.0,1.0
835331,9750.0,9.0,0.0,0.0,4918.0,29.0,0.0
243960,4500.0,5.0,0.0,2.0,0.0,25.0,0.0
94460,20000.0,10.0,0.0,1.0,14138.0,30.0,0.0
139916,35000.0,3.0,1.0,0.0,49164.0,30.0,0.0
28143,11325.0,8.0,0.0,0.0,6376.0,23.0,0.0
805396,20000.0,10.0,1.0,0.0,11581.0,49.0,1.0
472207,3000.0,10.0,0.0,0.0,8999.0,46.0,1.0
825042,21000.0,1.0,1.0,0.0,14154.0,44.0,1.0
540798,3500.0,10.0,0.0,2.0,11696.0,23.0,0.0
487595,8700.0,2.0,1.0,1.0,7144.0,27.0,0.0
54412,6000.0,10.0,1.0,0.0,15994.0,41.0,0.0
471562,15650.0,10.0,1.0,1.0,34543.0,19.0,0.0
362964,4175.0,2.0,0.0,2.0,68.0,19.0,0.0
277540,7400.0,0.0,0.0,1.0,5880.0,18.0,0.0
621839,12050.0,8.0,1.0,1.0,4223.0,24.0,0.0
1309,20750.0,0.0,1.0,0.0,20929.0,34.0,0.0
496960,20000.0,10.0,0.0,0.0,14658.0,51.0,1.0
100027,16100.0,7.0,1.0,0.0,15378.0,36.0,1.0
344391,13000.0,5.0,1.0,1.0,63495.0,39.0,1.0
656998,15000.0,4.0,1.0,0.0,9879.0,19.0,1.0
816947,11500.0,2.0,0.0,2.0,26401.0,20.0,0.0
852378,8800.0,10.0,1.0,2.0,11377.0,26.0,0.0
432096,12000.0,3.0,0.0,0.0,13558.0,20.0,1.0
585576,12000.0,9.0,0.0,0.0,22446.0,22.0,0.0
116452,20400.0,10.0,1.0,0.0,3259.0,40.0,0.0
90082,4000.0,2.0,0.0,2.0,5308.0,21.0,0.0
545748,12000.0,10.0,0.0,0.0,9651.0,22.0,1.0
235522,28000.0,8.0,1.0,1.0,20000.0,21.0,0.0
542972,9675.0,4.0,1.0,0.0,17888.0,55.0,1.0
107466,1800.0,4.0,0.0,1.0,21798.0,21.0,0.0
264457,6000.0,5.0,1.0,0.0,30727.0,39.0,1.0
838533,8000.0,10.0,0.0,0.0,5116.0,20.0,1.0
151892,12000.0,3.0,1.0,2.0,8923.0,28.0,0.0
37160,6000.0,6.0,0.0,0.0,5655.0,22.0,0.0
436161,2800.0,9.0,1.0,0.0,4085.0,45.0,1.0
546566,10375.0,3.0,1.0,0.0,10397.0,50.0,1.0
621532,10100.0,3.0,1.0,2.0,7209.0,39.0,0.0
447770,35000.0,1.0,1.0,1.0,66789.0,25.0,1.0
332664,15000.0,3.0,1.0,1.0,6146.0,34.0,0.0
1324151,5325.0,10.0,0.0,0.0,3089.0,30.0,1.0
854638,5000.0,7.0,1.0,0.0,20074.0,39.0,0.0
982467,7200.0,1.0,0.0,0.0,15418.0,35.0,1.0
145928,12375.0,7.0,1.0,0.0,8843.0,33.0,1.0
260193,8000.0,3.0,0.0,0.0,17072.0,29.0,1.0
603607,3200.0,1.0,1.0,0.0,311.0,29.0,0.0
823789,3000.0,10.0,0.0,1.0,5457.0,44.0,1.0
7092,21075.0,10.0,1.0,1.0,10856.0,49.0,0.0
550628,8100.0,0.0,1.0,1.0,3125.0,27.0,0.0
1095924,21000.0,2.0,0.0,1.0,2569.0,20.0,0.0
46518,20000.0,0.0,1.0,0.0,2806.0,21.0,0.0
76516,8000.0,4.0,0.0,2.0,2888.0,24.0,0.0
982704,20000.0,0.0,0.0,0.0,17500.0,18.0,0.0
535374,5000.0,1.0,0.0,0.0,7837.0,20.0,1.0
341612,15300.0,3.0,1.0,0.0,18403.0,38.0,0.0
196635,4250.0,0.0,0.0,1.0,4997.0,25.0,1.0
719035,12000.0,10.0,0.0,0.0,7734.0,48.0,1.0
1605745,32000.0,10.0,0.0,0.0,8550.0,24.0,0.0
1173448,18000.0,1.0,0.0,0.0,9219.0,19.0,0.0
895621,7125.0,2.0,0.0,0.0,5122.0,20.0,0.0
673154,12000.0,8.0,1.0,0.0,9052.0,45.0,0.0
457322,21000.0,10.0,0.0,1.0,37975.0,30.0,0.0
365917,5000.0,6.0,0.0,1.0,8134.0,20.0,0.0
1592064,9600.0,2.0,1.0,0.0,163.0,18.0,0.0
598357,8800.0,1.0,0.0,1.0,6320.0,19.0,0.0
1585016,35000.0,5.0,1.0,0.0,87473.0,22.0,0.0
882918,15175.0,10.0,0.0,0.0,31583.0,23.0,1.0
1409845,24000.0,10.0,1.0,0.0,37492.0,58.0,1.0
557563,10000.0,3.0,1.0,1.0,5549.0,35.0,0.0
207214,30375.0,7.0,0.0,2.0,18238.0,21.0,0.0
935721,8125.0,1.0,0.0,3.0,3546.0,19.0,0.0
665083,7200.0,10.0,1.0,0.0,41858.0,38.0,0.0
81914,17600.0,0.0,0.0,0.0,23232.0,18.0,0.0
886473,11000.0,8.0,0.0,0.0,4452.0,30.0,1.0
905523,4750.0,4.0,1.0,3.0,4024.0,22.0,0.0
895143,11700.0,0.0,1.0,0.0,13140.0,32.0,0.0
244364,10000.0,10.0,0.0,0.0,15721.0,31.0,0.0
107437,25000.0,7.0,1.0,0.0,16390.0,19.0,0.0
928028,9500.0,3.0,1.0,1.0,28638.0,25.0,0.0
971517,16425.0,10.0,1.0,0.0,30153.0,27.0,1.0
235971,24000.0,10.0,1.0,4.0,3885.0,39.0,0.0
661284,10000.0,10.0,1.0,2.0,8193.0,31.0,0.0
1534623,12000.0,2.0,1.0,0.0,11595.0,39.0,1.0
255098,5000.0,3.0,0.0,0.0,2052.0,20.0,0.0
1346223,16000.0,10.0,0.0,1.0,17.0,29.0,0.0
914768,15000.0,0.0,0.0,0.0,11453.0,34.0,1.0
988203,5125.0,4.0,1.0,3.0,10851.0,25.0,1.0
955045,8000.0,4.0,1.0,1.0,44939.0,31.0,0.0
53056,10000.0,7.0,0.0,0.0,9475.0,28.0,0.0
145484,8050.0,2.0,1.0,3.0,6479.0,43.0,1.0
970445,9450.0,0.0,0.0,2.0,17220.0,18.0,0.0
505721,30000.0,10.0,0.0,2.0,15752.0,25.0,0.0
859353,2500.0,3.0,0.0,1.0,2718.0,37.0,1.0
890371,16000.0,10.0,1.0,1.0,9637.0,27.0,0.0
208403,5125.0,9.0,0.0,2.0,1391.0,26.0,0.0
682843,24000.0,8.0,1.0,0.0,63765.0,34.0,1.0
351527,11600.0,0.0,0.0,0.0,9436.0,19.0,1.0
226149,12000.0,6.0,1.0,1.0,33560.0,34.0,0.0
563486,11200.0,6.0,1.0,3.0,13483.0,34.0,0.0
1441666,17400.0,5.0,1.0,1.0,18044.0,42.0,1.0
396452,7625.0,2.0,1.0,0.0,12948.0,44.0,1.0
154037,13000.0,10.0,0.0,0.0,9099.0,40.0,1.0
1137965,15000.0,10.0,1.0,1.0,19096.0,24.0,0.0
411565,12000.0,1.0,0.0,1.0,3856.0,19.0,0.0
551605,15000.0,2.0,0.0,1.0,9042.0,19.0,0.0
937416,30750.0,10.0,1.0,1.0,19333.0,47.0,0.0
954780,15250.0,7.0,1.0,1.0,26601.0,35.0,1.0
1507628,32000.0,10.0,1.0,1.0,18884.0,28.0,0.0
513545,18900.0,0.0,1.0,0.0,30042.0,52.0,1.0
391323,21575.0,5.0,1.0,0.0,12255.0,37.0,0.0
186770,11200.0,3.0,0.0,1.0,14482.0,19.0,0.0
814636,2075.0,10.0,1.0,0.0,7001.0,58.0,1.0
69201,35000.0,10.0,1.0,0.0,38320.0,31.0,0.0
120105,25000.0,8.0,1.0,2.0,23799.0,22.0,0.0
1144550,35000.0,10.0,0.0,0.0,10243.0,30.0,0.0
1533329,20000.0,4.0,1.0,0.0,17225.0,31.0,0.0
1314507,15000.0,10.0,1.0,1.0,28050.0,42.0,1.0
844787,13600.0,10.0,0.0,1.0,10428.0,25.0,1.0
648439,21000.0,0.0,0.0,1.0,40260.0,18.0,0.0
120322,13350.0,8.0,0.0,1.0,20730.0,40.0,1.0
148482,25000.0,10.0,1.0,0.0,23558.0,44.0,0.0
763094,8000.0,4.0,0.0,1.0,7285.0,38.0,1.0
951855,4000.0,5.0,1.0,1.0,5625.0,58.0,1.0
1549965,6225.0,10.0,0.0,0.0,22054.0,27.0,0.0
1420391,1600.0,4.0,1.0,0.0,19559.0,48.0,1.0
636348,17600.0,3.0,0.0,0.0,9654.0,27.0,1.0
819137,10625.0,10.0,1.0,1.0,20844.0,43.0,1.0
612921,11775.0,7.0,0.0,0.0,11404.0,22.0,0.0
976530,8000.0,9.0,1.0,1.0,10742.0,28.0,0.0
1121518,12000.0,3.0,1.0,0.0,13434.0,40.0,1.0
431419,16650.0,10.0,1.0,1.0,19449.0,46.0,0.0
606837,28350.0,10.0,1.0,1.0,25106.0,33.0,0.0
665482,5600.0,4.0,0.0,0.0,6222.0,20.0,0.0
246992,11500.0,0.0,1.0,0.0,2903.0,19.0,0.0
867476,17600.0,10.0,1.0,0.0,18116.0,65.0,1.0
460149,10000.0,9.0,0.0,0.0,4140.0,27.0,0.0
981018,16000.0,10.0,1.0,1.0,11368.0,48.0,0.0
373894,21000.0,5.0,1.0,1.0,6111.0,24.0,0.0
931806,9000.0,5.0,1.0,1.0,10070.0,24.0,0.0
401034,35000.0,2.0,1.0,0.0,17312.0,27.0,0.0
405436,22500.0,5.0,1.0,0.0,89577.0,29.0,1.0
281660,16000.0,2.0,0.0,0.0,11787.0,19.0,0.0
1395768,7000.0,0.0,1.0,1.0,30703.0,21.0,0.0
153035,12000.0,1.0,0.0,0.0,7768.0,34.0,1.0
202401,32500.0,10.0,1.0,1.0,31315.0,19.0,0.0
930511,5000.0,10.0,0.0,1.0,3908.0,33.0,0.0
156991,10500.0,10.0,0.0,0.0,17762.0,21.0,0.0
900286,8325.0,6.0,1.0,0.0,9920.0,22.0,0.0
71978,13250.0,4.0,0.0,1.0,12015.0,21.0,0.0
134228,5275.0,7.0,0.0,1.0,3236.0,23.0,0.0
1123723,9600.0,10.0,1.0,1.0,22940.0,68.0,1.0
636306,21000.0,10.0,1.0,0.0,35217.0,36.0,1.0
944303,15400.0,5.0,0.0,0.0,4189.0,24.0,0.0
658765,29000.0,10.0,1.0,3.0,20894.0,49.0,0.0
857226,1500.0,10.0,1.0,0.0,18319.0,21.0,0.0
453762,10200.0,10.0,1.0,1.0,7988.0,38.0,0.0
1341818,23475.0,10.0,0.0,3.0,29269.0,27.0,0.0
86151,9075.0,1.0,0.0,1.0,4605.0,24.0,1.0
1524362,10000.0,5.0,0.0,2.0,22914.0,35.0,1.0
330271,20000.0,8.0,0.0,1.0,6006.0,25.0,0.0
294028,4000.0,3.0,1.0,5.0,3423.0,25.0,0.0
906746,17000.0,10.0,1.0,2.0,20182.0,30.0,0.0
676627,8500.0,5.0,1.0,1.0,9875.0,37.0,1.0
987175,17250.0,10.0,1.0,1.0,11555.0,61.0,1.0
957131,14300.0,10.0,1.0,0.0,13584.0,20.0,1.0
360444,14000.0,2.0,1.0,1.0,23508.0,28.0,1.0
843998,27200.0,0.0,1.0,0.0,34323.0,30.0,0.0
236528,18000.0,10.0,1.0,1.0,29104.0,37.0,1.0
1455607,3650.0,6.0,1.0,1.0,4750.0,56.0,1.0
64584,8000.0,2.0,1.0,0.0,9389.0,19.0,1.0
126650,6000.0,3.0,0.0,0.0,4765.0,20.0,0.0
957661,20000.0,10.0,1.0,1.0,19670.0,37.0,0.0
402807,10000.0,6.0,0.0,0.0,7343.0,25.0,0.0
262797,10400.0,10.0,0.0,0.0,15070.0,44.0,1.0
219626,4375.0,6.0,0.0,0.0,6771.0,20.0,0.0
595850,11325.0,0.0,1.0,3.0,8658.0,35.0,0.0
882103,3000.0,3.0,0.0,1.0,3193.0,21.0,0.0
96014,20000.0,10.0,1.0,1.0,49630.0,20.0,0.0
216243,15000.0,3.0,0.0,3.0,2848.0,22.0,0.0
556814,5325.0,10.0,1.0,4.0,10705.0,30.0,0.0
314654,9500.0,10.0,0.0,1.0,6909.0,31.0,0.0
533237,4000.0,4.0,0.0,2.0,6477.0,24.0,0.0
1580384,9500.0,8.0,0.0,2.0,12466.0,22.0,0.0
1509358,11000.0,10.0,1.0,1.0,12363.0,24.0,0.0
1123731,5000.0,0.0,0.0,0.0,4551.0,19.0,1.0
409434,26400.0,2.0,0.0,2.0,8721.0,20.0,0.0
1568722,12000.0,1.0,1.0,0.0,25027.0,33.0,0.0
320525,14400.0,0.0,0.0,0.0,11438.0,18.0,0.0
403651,10000.0,0.0,0.0,0.0,18693.0,18.0,0.0
356043,24250.0,10.0,1.0,0.0,5989.0,19.0,1.0
853996,18000.0,5.0,0.0,0.0,17848.0,23.0,0.0
1386347,25000.0,4.0,0.0,2.0,20739.0,21.0,0.0
525483,18500.0,9.0,1.0,1.0,11537.0,32.0,0.0
336286,10000.0,1.0,0.0,1.0,29389.0,19.0,0.0
551073,35000.0,5.0,1.0,1.0,10881.0,40.0,0.0
941761,16650.0,9.0,1.0,0.0,33715.0,34.0,1.0
353464,10625.0,1.0,1.0,0.0,15222.0,30.0,0.0
226117,16000.0,10.0,0.0,1.0,6730.0,19.0,1.0
249423,9000.0,0.0,0.0,1.0,12640.0,35.0,1.0
946702,26000.0,10.0,0.0,0.0,11069.0,29.0,1.0
567539,25000.0,6.0,1.0,0.0,9062.0,38.0,0.0
238950,30750.0,2.0,0.0,3.0,16233.0,19.0,0.0
366107,13000.0,10.0,1.0,0.0,13606.0,38.0,1.0
1622640,20000.0,10.0,1.0,0.0,39750.0,47.0,1.0
326341,7000.0,2.0,1.0,1.0,3602.0,35.0,0.0
553326,27600.0,3.0,0.0,2.0,2931.0,18.0,0.0
567417,15000.0,3.0,0.0,0.0,1253.0,19.0,0.0
287275,10000.0,4.0,0.0,1.0,4267.0,21.0,0.0
902106,4950.0,10.0,1.0,2.0,16427.0,52.0,1.0
90774,10000.0,9.0,1.0,0.0,9886.0,31.0,0.0
328142,3800.0,10.0,0.0,0.0,4442.0,20.0,0.0
228487,7000.0,3.0,1.0,1.0,33683.0,39.0,1.0
29824,14000.0,2.0,1.0,2.0,20972.0,20.0,0.0
251794,15000.0,10.0,1.0,0.0,5750.0,31.0,0.0
40516,7200.0,7.0,0.0,0.0,3160.0,42.0,1.0
991338,14000.0,10.0,1.0,3.0,26889.0,41.0,0.0
132163,4025.0,2.0,0.0,0.0,4424.0,20.0,0.0
1491640,19800.0,1.0,0.0,0.0,18491.0,20.0,1.0
863880,5200.0,4.0,1.0,3.0,25815.0,56.0,1.0
554085,10275.0,2.0,1.0,1.0,9127.0,34.0,0.0
1587904,24000.0,9.0,1.0,0.0,59825.0,37.0,0.0
1384740,20000.0,0.0,0.0,0.0,20472.0,18.0,0.0
977104,3000.0,10.0,0.0,0.0,7127.0,27.0,1.0
1297974,18900.0,8.0,0.0,1.0,14050.0,32.0,1.0
984377,32000.0,7.0,1.0,2.0,28954.0,37.0,0.0
1358063,35000.0,6.0,1.0,0.0,18588.0,41.0,0.0
664786,24000.0,0.0,1.0,2.0,71860.0,21.0,0.0
871062,6575.0,5.0,1.0,2.0,21512.0,36.0,1.0
325116,7125.0,3.0,0.0,1.0,12948.0,22.0,0.0
784810,19800.0,4.0,0.0,1.0,13249.0,24.0,0.0
561785,15000.0,1.0,1.0,0.0,11297.0,32.0,0.0
42301,4000.0,8.0,0.0,0.0,6518.0,18.0,0.0
812312,24000.0,9.0,1.0,0.0,17902.0,28.0,0.0
10522,15000.0,3.0,1.0,0.0,14940.0,53.0,1.0
1423123,12000.0,10.0,1.0,0.0,9493.0,52.0,1.0
980716,17475.0,10.0,1.0,0.0,3660.0,45.0,0.0
276372,7800.0,5.0,0.0,6.0,3910.0,25.0,0.0
1548947,10375.0,7.0,1.0,0.0,4149.0,24.0,1.0
68666,20000.0,4.0,1.0,0.0,3417.0,23.0,0.0
670983,12075.0,9.0,1.0,1.0,12167.0,18.0,0.0
895573,28000.0,10.0,0.0,0.0,37875.0,41.0,1.0
155726,24000.0,3.0,1.0,1.0,32650.0,35.0,1.0
364643,3600.0,4.0,0.0,1.0,2416.0,19.0,1.0
896882,5150.0,1.0,0.0,0.0,3589.0,19.0,0.0
538615,35000.0,10.0,0.0,0.0,45865.0,21.0,0.0
978175,20950.0,3.0,1.0,1.0,29202.0,35.0,0.0
540796,10000.0,7.0,1.0,0.0,7271.0,63.0,1.0
403431,14275.0,10.0,0.0,1.0,6922.0,21.0,0.0
1439025,7000.0,5.0,0.0,0.0,13019.0,21.0,0.0
266480,10000.0,5.0,0.0,0.0,49836.0,19.0,1.0
251622,9450.0,0.0,0.0,0.0,1339.0,18.0,0.0
564059,25000.0,7.0,1.0,1.0,38158.0,41.0,1.0
777676,4800.0,10.0,1.0,0.0,13337.0,55.0,1.0
964520,12800.0,3.0,0.0,0.0,14249.0,38.0,1.0
200318,24000.0,10.0,1.0,3.0,75262.0,28.0,1.0
1146987,35000.0,10.0,1.0,0.0,45780.0,46.0,0.0
984118,19200.0,10.0,1.0,0.0,13285.0,48.0,0.0
869776,20675.0,6.0,1.0,0.0,35.0,25.0,0.0
459601,16000.0,3.0,1.0,0.0,23412.0,30.0,0.0
990890,10000.0,0.0,0.0,0.0,0.0,18.0,0.0
1524872,20000.0,10.0,1.0,0.0,7038.0,19.0,0.0
637259,24000.0,7.0,1.0,0.0,22138.0,33.0,0.0
